,Code,Name,Close,Stocks,Marcap,Assets,Liabilities,Equity,Profit,P/E,PER
1339,080530,코디,1685.0,28291298.0,47670837130.0,66106310950,29794492660,36311818290,915216310,1.3128187839364736,52.08696196640115
1026,122990,와이솔,10400.0,28186941.0,293144186400.0,410523384414,64219702954,346303681460,5627624500,0.8464945713661429,52.09021788856026
612,009150,삼성전기,164000.0,74693696.0,12249766144000.0,9760162267971,3352456213227,6407706054744,234571251142,1.9117241083383938,52.221941454302446
819,332370,아이디피,7540.0,6636863.0,50041947020.0,42041429615,3458020714,38583408901,957818304,1.296980967866295,52.24576186424602
528,059090,미코,13750.0,32786725.0,450817468750.0,610921076633,288735637128,322185439505,8611821714,1.3992484248904233,52.34867647307637
1372,322780,코퍼스코리아,3485.0,35755674.0,124608523890.0,65757574603,23234211463,42523363140,2377539211,2.9303543908262943,52.41071243472333
963,048830,엔피케이,2060.0,18723923.0,38571281380.0,75479844628,34724482120,40755362508,735861806,0.9464099692998368,52.41647421499683
1352,192820,코스맥스,120500.0,11349509.0,1367615834500.0,1386616133954,937876259869,448739874085,26081759417,3.0476806575048134,52.435720023112886
1402,006890,태경케미컬,12400.0,11600000.0,143840000000.0,150738597903,17516149203,133222448700,2741906673,1.0796979143050387,52.45984533916337
1570,025750,한솔홈데코,1845.0,80565149.0,148642699905.0,306131241064,147454824152,158676416912,2821866621,0.9367661735608476,52.67531030659581
1199,008500,일정실업,28600.0,1200000.0,34320000000.0,44562308283,20652902653,23909405630,651021991,1.4354183676125118,52.71711320731714
972,083310,엘오티베큠,13950.0,17810033.0,248449960350.0,243518226779,51222586993,192295639786,4708302522,1.292020768783382,52.76847848860464
1041,072470,우리산업홀딩스,7650.0,18887341.0,144488158650.0,441816037846,208562647811,233253390035,2736624118,0.619447197008881,52.797955590479816
1642,064240,홈캐스트,3010.0,33094756.0,99615215560.0,91014107794,13115241991,77898865803,1881321805,1.2787761995395275,52.949588579291465
934,038110,에코플라스틱,3680.0,25669370.0,94463281600.0,643475895612,543498064511,99977831101,1781137842,0.9448422771301263,53.03535715906708
709,067770,세진티에스,4955.0,8396593.0,41605118315.0,46866375259,3635262497,43231112762,784235072,0.962388327685397,53.05184606051385
1002,080520,오디텍,6600.0,11746609.0,77527619400.0,137109392298,12629894721,124479497577,1460793772,0.6228143662938814,53.07225488362775
1192,071200,인피니트헬스케어,7160.0,24396458.0,174678639280.0,127923558397,30149990617,97773567780,3288536868,1.7865630072234233,53.11743376811672
462,280360,롯데제과,126500.0,6416717.0,811714700500.0,2635982102511,1333320555276,1302661547235,15274880766,0.6231201820787045,53.140493397943686
656,006730,서부T&D,8900.0,59258931.0,527404485900.0,1910829856349,1301611564754,609218291595,9922695823,0.865706911916905,53.15133057666843
1549,047810,한국항공우주,29500.0,97475107.0,2875515656500.0,5862382668087,4581785256983,1280597411104,53825715174,2.245448594200284,53.42271156462015
130,068400,SK렌터카,11650.0,47285840.0,550880036000.0,2541114989450,2061348345773,479766643677,10306282536,1.1482249615729365,53.45089600210044
1524,025540,한국단자,74900.0,10415000.0,780083500000.0,1089003552802,273534967742,815468585060,14590644359,0.9566076661832454,53.46463670871522
183,049720,고려신용정보,9660.0,14300000.0,138138000000.0,71978858395,41515482762,30463375633,2583116356,4.534559848658384,53.47726581465694
525,268280,미원에스씨,216000.0,5100000.0,1101600000000.0,380320029161,88712590266,291607438895,20555559549,3.7776814068061433,53.59134093985738
432,105740,디케이락,12200.0,8449912.0,103088926400.0,150439690948,56552022319,93887668629,1923362689,1.0980028357862315,53.598277116209566
34,114090,GKL,15700.0,61855670.0,971134019000.0,634758411066,203853185012,430905226054,18054857094,2.253706755643525,53.787964864187586
1523,010040,한국내화,3910.0,41067062.0,160572212420.0,307460265030,93318334034,214141930996,2983930707,0.7498401255333752,53.81231274684556
646,041650,상신브레이크,4400.0,21471450.0,94474380000.0,457004486853,279879516503,177124970350,1749276955,0.5333769700190666,54.00767427362582
438,131180,딜리,2030.0,29350000.0,59580500000.0,64650845334,7998338990,56652506344,1097666495,1.0516833913440813,54.27923715572643
793,225330,씨엠에스에듀,7210.0,18634628.0,134355667880.0,104662774240,58907089221,45755685019,2467558003,2.9363710285226623,54.448838777712005
1362,102940,코오롱생명과학,30900.0,11412356.0,352641800400.0,243492472609,179241623393,64250849216,6453911223,5.488515789331913,54.64001412713576
803,052710,아모텍,30750.0,9743406.0,299609734500.0,422389563321,242880718042,179508845279,5474871132,1.6690527646943207,54.724527258516666
285,119860,다나와,27650.0,13074822.0,361518828300.0,163285874107,20076923811,143208950296,6589515783,2.5244150421658222,54.86273046536537
1581,024740,한일단조,2565.0,29891328.0,76671256320.0,236824154183,129706326456,107117827727,1392833184,0.7157656008055354,55.046977054216995
595,143240,사람인에이치알,44950.0,11659263.0,524083871850.0,157677832200,21801823676,135876008524,9518133474,3.8570743837932966,55.06162245797479
916,357230,에이치피오,14650.0,19938160.0,292094044000.0,165914917335,17537322359,148377594976,5296156979,1.968585917889059,55.15207444911349
1627,011210,현대위아,77900.0,27195083.0,2118496965700.0,7678180000000,4061155000000,3617025000000,38339000000,0.5857014993537507,55.25696981402749
1593,180640,한진칼,56500.0,66738873.0,3770746324500.0,3510994234529,1977693033708,1533301200821,68030217643,2.4592339212158505,55.427521109628444
1420,200230,텔콘RF제약,3240.0,87509012.0,283529198880.0,197393026072,96797724423,100595301649,5106657968,2.818513332454613,55.521478167656284
1249,276730,제주맥주,2735.0,56495461.0,154515085835.0,88217168852,30143743759,58073425093,2780945719,2.6606849103106334,55.562064652798064
745,020710,시공테크,6290.0,20047970.0,126101731300.0,148956135128,35731172648,113224962480,2254433928,1.113727295977462,55.934986487658996
619,003230,삼양식품,80500.0,7533015.0,606407707500.0,611163254926,245480982842,365682272084,10830926422,1.658291237483625,55.98853540988444
1287,003780,진양산업,7240.0,13000000.0,94120000000.0,70716214793,26459862003,44256352790,1678356011,2.1267003281225425,56.078686156652374
1283,088790,진도,3330.0,12447744.0,41450987520.0,127376033638,29952051879,97423981759,736556441,0.42547006159672557,56.276729402736976
1421,214420,토니모리,6580.0,18383721.0,120964884180.0,208289999387,134053368282,74236631105,2146373504,1.62945007578412,56.35779791102006
1561,020000,한섬,43000.0,24630000.0,1059090000000.0,1454685714295,287212194131,0,18739344627,inf,56.516917804801096
1069,101160,월덱스,23500.0,16510993.0,388008335500.0,186107437286,61655804254,124451633032,6854511157,3.117744026711423,56.606273826508556
1130,246960,이노테라피,13200.0,5044184.0,66583228800.0,32432525720,21011456771,11421068949,1174130815,5.829859630243267,56.70852680925507
778,003410,쌍용C&E,8070.0,503859595.0,4066146931650.0,3383403092348,1702866553278,1680536539070,71641113706,2.419552825611387,56.757170866112
1641,060560,홈센타홀딩스,1180.0,127669525.0,150650039500.0,387254481534,197803948306,189450533228,2654160009,0.795194592135012,56.75996887495866
402,030350,드래곤플라이,2185.0,29547958.0,64562288230.0,38666368256,29603965906,9062402350,1130940626,7.12419132770021,57.08724821244506
1439,130740,티피씨글로벌,4185.0,11276679.0,47192901615.0,129421306633,46059852344,83361454289,826376236,0.5661237800793425,57.10825113199407
867,238120,얼라인드,8810.0,7189448.0,63339036880.0,29458865226,5515478158,23943387068,1107615913,2.6453666183533295,57.185018864928495
1595,086960,한컴MDS,20100.0,8848608.0,177857020800.0,181722080288,57824576443,123897503845,3109057095,1.435517385584339,57.20609669279811
319,006340,대원전선,2040.0,71016967.0,144874612680.0,226776122877,142525916025,84250206852,2531328127,1.7195757505319507,57.23264840093961
558,250000,보라티알,13250.0,6750733.0,89447212250.0,91071481475,33758950588,57312530887,1562646797,1.5606920662142492,57.24083805868512
547,267790,배럴,9150.0,7885500.0,72152325000.0,55775508132,15831845668,39943662464,1258980620,1.8063522608881617,57.31011570297246
1525,222980,한국맥널티,6700.0,10534795.0,70583126500.0,68780076110,30649700594,38130375516,1229089038,1.8510996953172518,57.42718738656589
1015,031510,오스템,2800.0,28000000.0,78400000000.0,217836548717,101239594718,116596953999,1364113460,0.6724017850472527,57.47322513773891
1257,004910,조광페인트,8390.0,12800000.0,107392000000.0,361177353310,163044133738,198133219572,1868378747,0.5420191537390054,57.478709909559896
37,006360,GS건설,41700.0,85581490.0,3568748133000.0,14659049778576,9958454020088,4700595758488,62067301977,0.7592118778892675,57.498038730964254
981,033310,엠투엔,11050.0,40342231.0,445781652550.0,140581406381,65440104383,75141301998,7726136047,5.932578231900549,57.6978776762666
1556,042700,한미반도체,32300.0,49459877.0,1597554027100.0,373112607326,81988698576,291123908750,27671930880,5.487539769438466,57.7319318275198
1017,138080,오이솔루션,33100.0,10624095.0,351657544500.0,204612475110,52086376237,152526098873,6085383551,2.305556538181742,57.787244066516195
363,075970,동국알앤에스,5350.0,18400000.0,98440000000.0,127345255678,44912960604,82432295074,1700601410,1.1941921538352145,57.8854041994473
1628,267260,현대일렉트릭,22550.0,36047135.0,812862894250.0,2265449757217,1555652857791,709796899426,14018784214,1.1452049098937283,57.983836675239374
1225,123330,제닉,5190.0,7000000.0,36330000000.0,49850428299,27574756019,22275672280,626449748,1.6309272080923252,57.99347851282079
1261,185750,종근당,118500.0,11426099.0,1353992731500.0,946884783356,380130606842,566754176514,23296212121,2.3890300020868986,58.12072471127033
1278,013870,지엠비코리아,6270.0,19072280.0,119583195600.0,512794436660,279087824630,233706612030,2052532168,0.5116808401837154,58.261301559294246
729,304100,솔트룩스,14100.0,5100665.0,71919376500.0,61418323768,5483568667,55934755101,1233786845,1.285772617939186,58.291573452462934
643,027580,상보,2055.0,50533356.0,103846046580.0,117453245244,80959915118,36493330126,1775917459,2.845617164053054,58.4745907270232
1016,048260,오스템임플란트,115000.0,14285717.0,1642857455000.0,1085897397887,860168970938,225728426949,28060414410,7.278026419646203,58.547155825842985
156,024070,WISCOM,3840.0,15326438.0,58853521920.0,133170875964,15012021546,118158854418,1004726706,0.498088122213839,58.57664732960726
736,236200,슈프리마,24200.0,7193273.0,174077206600.0,163134551651,8554033422,154580518229,2970465766,1.1261264265016697,58.602663795183425
1174,023800,인지컨트롤스,16500.0,15160128.0,250142112000.0,519574228644,323297982491,196276246153,4267755981,1.2744390465110629,58.61209336092077
1370,015710,코콤,6390.0,17530500.0,112019895000.0,160118893665,37909437576,122209456089,1909193845,0.9166221549862772,58.67392422899834
1634,126560,현대퓨처넷,4600.0,112876596.0,519232341600.0,1008796720510,223916526694,784880193816,8820746969,0.6615434377004091,58.864894710710075
395,000020,동화약품,14850.0,27931470.0,414782329500.0,447079558613,95998588018,351080970595,7039930999,1.1814434966299687,58.918522008087656
943,205100,엑셈,4490.0,35132273.0,157743905770.0,95076949113,12181984198,82894964915,2676010215,1.9029371196640188,58.94742287820452
669,122690,서진오토모티브,2805.0,19541246.0,54813195030.0,856376798861,699149682693,157227116168,929569040,0.34862431090723,58.966244217858204
1433,062860,티엘아이,6260.0,9872720.0,61803227200.0,71922647653,5467507508,66455140145,1045878858,0.9299992004403289,59.092146979798684
1510,149980,하이로닉,6640.0,14099995.0,93623966800.0,46559070311,3638352127,42920718184,1582621247,2.1813233972142894,59.157531833641556
701,100700,세운메디칼,4045.0,43800000.0,177171000000.0,116320922818,7830426546,108490496272,2979173948,1.6330554849321448,59.469840664704954
1128,073490,이노와이어리스,37500.0,6737544.0,252657900000.0,130854993196,22268557983,108586435213,4247694419,2.326790630011876,59.481185574427734
1501,347770,핌스,23000.0,7575065.0,174226495000.0,84707235468,29949871659,54757363809,2925287678,3.181791139685287,59.558755985024185
1541,017960,한국카본,12050.0,43960757.0,529727121850.0,484260128480,95108829457,389151299023,8883318713,1.361236935813727,59.631669082725615
1662,205470,휴마시스,16550.0,34223815.0,566404138250.0,89344488823,21082933802,68261555021,9498110197,8.297556920227665,59.633350898466105
1447,150900,파수,9250.0,11153093.0,103166110250.0,39140610470,22065159354,17075451116,1729540755,6.041779485013519,59.64942424846184
491,041920,메디아나,5200.0,16000000.0,83200000000.0,80444593109,8450625271,71993967838,1392313346,1.1556523761437303,59.756663425676884
761,031440,신세계푸드,87000.0,3872480.0,336905760000.0,899890044935,609978305994,289911738941,5617553975,1.1620976826625284,59.97374684771053
6,001460,BYC,434500.0,624615.0,271395217500.0,682555190416,219423912313,463131278103,4512421117,0.5860006230018477,60.144035865258985
677,007610,선도전기,4370.0,18000000.0,78660000000.0,177209663665,82438948164,94770715501,1304349704,0.8300032302612509,60.3059131755666
662,092190,서울바이오시스,14350.0,38223653.0,548509420550.0,725153098774,471872356955,253280741819,9095363352,2.165618343545349,60.30648796778273
1013,241790,오션브릿지,14300.0,10002634.0,143037666200.0,93438797450,11019409099,82419388351,2371081084,1.7354856552786406,60.325927765699305
1349,183300,코미코,76900.0,10020447.0,770572374300.0,344594475229,149367115658,195227359571,12767354902,3.947051150992796,60.35489576461059
1374,200130,콜마비앤에이치,34600.0,29543558.0,1022207106800.0,519725354653,163982212957,355743141696,16917583413,2.8734415003101486,60.42276144561546
1237,126880,제이엔케이히터,6620.0,23204903.0,153616457860.0,189936673024,84162802870,105773870154,2541213387,1.452310080328386,60.45004274172746
1588,051600,한전KPS,43200.0,45000000.0,1944000000000.0,1385154992641,305647034897,1079507957744,32086461032,1.8008204442166882,60.58630143290774
382,008970,동양철관,1365.0,118885290.0,162278420850.0,141587465818,55891292762,85696173056,2673697358,1.8936483983241081,60.69438650730043
222,035460,기산텔레콤,2700.0,14577340.0,39358818000.0,71551903660,38345159762,33206743898,647978246,1.185265803864935,60.74095580054396
318,005710,대원산업,6560.0,20037600.0,131446656000.0,523529411212,182101568035,341427843177,2161923690,0.38499102702604304,60.800784323705706
1157,039030,이오테크닉스,106300.0,12319550.0,1309568165000.0,527873707308,80163046725,447710660583,21450426619,2.925032348559014,61.050914662929486
371,033500,동성화인텍,12300.0,28929917.0,355837979100.0,257198861973,128987828094,128211033879,5827132233,2.77540838985687,61.06571206413191
5,282330,BGF리테일,165500.0,17283906.0,2860486443000.0,2559202436339,1841440709139,717761727200,46793613196,3.985286947743513,61.129847593058265
760,031430,신세계인터내셔날,164000.0,7140000.0,1170960000000.0,1135739562733,459192052388,676547510345,19077289361,1.7307875383398843,61.3797892269649
1235,194370,제이에스코퍼레이션,24950.0,13335601.0,332723244950.0,532001278459,370781188989,161220089470,5409406909,2.0637827831742612,61.50826708865728
869,011090,에넥스,3050.0,59991641.0,182974505050.0,127809485720,73758190930,54051294790,2974474805,3.3852011457059863,61.51489491268359
1334,089010,켐트로닉스,25100.0,14858157.0,372939740700.0,434637963769,305988069834,128649893935,6055654524,2.8988732854177615,61.585372682994226
301,317850,대모,5250.0,8324420.0,43703205000.0,78048272142,33666016436,44382255706,704087770,0.9846999505726294,62.07067763724969
1256,044060,조광ILI,9010.0,13850909.0,124796690090.0,130557060002,42602905219,87954154783,2005754727,1.4188833989468457,62.21931745196879
727,357780,솔브레인,247800.0,7778566.0,1927528654800.0,702862102576,133890979056,568971123520,30972540019,3.38774425470864,62.23347047473549
570,018290,브이티지엠피,8230.0,34483893.0,283802439390.0,232483288226,118550995194,113932293032,4554308174,2.4909745238805017,62.31515930568646
1441,034230,파라다이스,16100.0,90942672.0,1464177019200.0,3304274397251,1861869161148,1442405236103,23454941645,1.0150940821289733,62.425097506568534
878,060540,에스에이티,2595.0,26133306.0,67815929070.0,140272255583,50494079997,89778175586,1085913007,0.7553721004837974,62.45060942529073
406,192650,드림텍,9960.0,65343271.0,650818979160.0,654818010438,312684079133,342133931305,10419231839,1.9022345333524329,62.46324001774619
1146,047560,이스트소프트,16250.0,11368732.0,184741895000.0,164786646058,78522234592,86264411466,2955877551,2.1415771795164176,62.49984710547301
715,108860,셀바스AI,4610.0,22055945.0,101677906450.0,91975207226,42259619709,49715587517,1622352304,2.045191689934907,62.67313591462684
647,091580,상신이디피,16550.0,13341861.0,220807799550.0,176848012976,93265490859,83582522117,3520726514,2.641793929607797,62.71654406326887
1068,008370,원풍,4900.0,12000000.0,58800000000.0,86366590502,12393812863,79252922151,935937619,0.7419284791539774,62.82469985854901
958,182400,엔케이맥스,29350.0,36814319.0,1080500262650.0,206309849168,93028852237,113280996931,17165740982,9.538230523413718,62.94515708835481
716,208370,셀바스헬스케어,2425.0,21680564.0,52575367700.0,44365573073,20419868848,23945704225,832650289,2.195607496275253,63.142195942959674
1669,243070,휴온스,49700.0,10859671.0,539725648700.0,406985127728,151331945298,255653182430,8539565175,2.1111634268342483,63.20294273062914
163,000500,가온전선,27250.0,4160347.0,113369455750.0,669252338502,403445268643,265807069859,1787627347,0.4265103099407324,63.418953586862976
1184,064290,인텍플러스,25450.0,12697962.0,323163132900.0,69464662477,31905969620,37558692857,5094900762,8.604216715698893,63.4287394389096
1029,155650,와이엠씨,8680.0,19974358.0,173377427440.0,112076632320,19635365679,92441266641,2731882901,1.875541451777369,63.464443288010465
587,082920,비츠로셀,15950.0,21539152.0,343549474400.0,196513274079,36061024472,160452249607,5410356940,2.1411321763419644,63.49848599822695
1073,076080,웰크론한텍,4530.0,20816746.0,94299859380.0,142889581246,80066366902,62823214344,1485032611,1.5010352520907937,63.500194326708964
899,050760,에스폴리텍,3855.0,16334678.0,62970183690.0,114440634532,48202872252,66237762280,990970852,0.9506689465717862,63.54393124975587
532,214180,민앤지,19700.0,13257185.0,261166544500.0,385463671651,137138108315,248325563336,4102255497,1.0517102669233669,63.66413420397447
266,194700,노바렉스,37050.0,9003740.0,333588567000.0,241311212638,114805386190,126505826448,5226330126,2.636942316147952,63.828453036378285
1170,060150,인선이엔티,11750.0,46563612.0,547122441000.0,478819699238,151603418411,327216280827,8565068819,1.6720514016515728,63.87834733870572
506,100030,모바일리더,18550.0,3283714.0,60912894700.0,55926759289,18015747802,37911011487,952745810,1.6067335666020817,63.93404626990698
1003,007310,오뚜기,472500.0,3671981.0,1735011022500.0,2640734110887,1164769612874,1475964498013,27051842739,1.175509996910995,64.13651887746175
394,025900,동화기업,84100.0,20201177.0,1698918985700.0,1681372800690,921777485830,759595314860,26472623606,2.2366106694761876,64.17644926266172
1117,263050,유틸렉스,25900.0,15479484.0,400918635600.0,126503446952,42708249636,83795197316,6243308927,4.784506134499523,64.21572923713182
143,005610,SPC삼립,75600.0,8629009.0,652353080400.0,1180229247401,866859998815,313369248586,10147543085,2.081739300660736,64.28680074926729
726,035610,솔본,5030.0,27345997.0,137550364910.0,243073814060,34010433997,209063380063,2139538716,0.6579361955620827,64.28972931471833
1302,284620,카이노스메드,3000.0,105401704.0,316205112000.0,32503583045,25470465615,7033117430,4894665703,44.9594529235665,64.60198329912379
1205,094820,일진파워,19700.0,15078709.0,297050567300.0,166060709135,59860844347,106199864788,4588485645,2.797089882298655,64.73825795307681
1084,136540,윈스,15200.0,12211663.0,185617277600.0,168029668491,38223217265,129806451226,2864269567,1.429954180604093,64.80440239932207
641,001820,삼화콘덴서,54900.0,10395000.0,570685500000.0,268638687753,77355335468,191283352285,8794323852,2.9834561825835997,64.8924817420972
608,028260,삼성물산,116000.0,186887081.0,21678901396000.0,55205837718204,21221628567733,33984209150471,333849377311,0.637911016260902,64.93617442276926
938,036810,에프에스티,25300.0,21756789.0,550446761700.0,318039423413,111218029853,206821393560,8471958492,2.6614594951963344,64.9727878411801
1407,004100,태양금속,1555.0,36700000.0,57068500000.0,447395084209,342611500118,104783584091,878050116,0.5446320670844632,64.9945816987968
329,096350,대창솔루션,570.0,163761009.0,93343775130.0,122953080364,80870159557,42082920807,1435638372,2.218091647157565,65.0190026614864
225,004540,깨끗한나라,5010.0,37240693.0,186575871930.0,581145923426,361367422114,219778501312,2867611313,0.8489268550663871,65.06316636574101
193,017040,광명전기,2920.0,43337615.0,126545835800.0,163815478340,52295486518,111519991822,1944530115,1.134736774389144,65.0778482800715
461,286940,롯데정보통신,38600.0,15396331.0,594298376600.0,601186183696,179203956842,421982226854,9122475017,1.4083493066299662,65.14661596688481
624,054540,삼영엠텍,4720.0,13000000.0,61360000000.0,114305387123,33484377408,80821009715,940905877,0.7592085302618024,65.2137493238338
798,013990,아가방컴퍼니,6160.0,32887536.0,202587221760.0,182647352296,49374680446,133272671850,3096815110,1.5200957476714683,65.4179260188381
1154,095190,이엠코리아,4300.0,42581037.0,183098459100.0,200478543898,112166396494,88312147404,2792112383,2.0733100086716583,65.57703773487401
636,010960,삼호개발,5150.0,25000000.0,128750000000.0,303066458757,87981439035,215085019722,1962859303,0.5986004983815746,65.59308647503198
349,077360,덕산하이메탈,13050.0,22718501.0,296476438050.0,298764647044,46095936451,252668710593,4508937307,1.1733801045415777,65.75306283139678
1415,055490,테이팩스,68600.0,4717650.0,323630790000.0,170500412577,48974117457,121526295120,4910206882,2.663051561642966,65.9098074230592
403,203650,드림시큐리티,4400.0,50605754.0,222665317600.0,311351389144,184106824229,127244564915,3374408296,1.7499004200984265,65.98647764822826
1151,074610,이엔플러스,3510.0,51353145.0,180249538950.0,110423107253,31820716047,78602391206,2724778644,2.293181367442177,66.15199342776411
1239,033050,제이엠아이,1225.0,32579342.0,39909693950.0,78788246750,40769543776,38018702974,602935835,1.0497384399802696,66.19227392579842
1609,000720,현대건설,50600.0,111355765.0,5634601709000.0,18377638000000,9418013000000,8959625000000,84934000000,0.6288881185317465,66.34094366213766
737,317770,슈프리마아이디,16750.0,3054020.0,51154835000.0,45828711277,2601790781,43226920496,770648095,1.1834022505659085,66.37898066821278
351,090410,덕신하우징,2630.0,46084095.0,121201169850.0,143605522237,68251328568,75354193669,1825392051,1.6084197036516232,66.39733627830945
675,003100,선광,55800.0,6600000.0,368280000000.0,685903760785,375117578252,310786182533,5541178277,1.184994767136712,66.46239871556473
1272,263860,지니언스,8320.0,9444600.0,78579072000.0,43557495565,6918870394,36638625171,1181915759,2.1447058025036503,66.48449468723938
344,298540,더네이쳐홀딩스,31950.0,14544656.0,464701759200.0,255331538532,78685732977,176645805555,6988474200,2.630697953681734,66.4954532135212
1674,189980,흥국에프엔비,3445.0,38387127.0,132243652515.0,119984297498,47644909663,72339387835,1987636231,1.8281002434888796,66.53312636008194
1320,093320,케이아이엔엑스,51500.0,4880000.0,251320000000.0,143396105610,24498173861,118897931749,3766741047,2.113745767508809,66.7208063586326
11,000120,CJ대한통운,144500.0,22812344.0,3296383708000.0,9114972075640,5229372152625,3885599923015,49363416156,0.8483590110435759,66.77786840324528
720,258790,소프트캠프,2605.0,24991284.0,65102294820.0,19174480970,4675375840,14499105130,973426157,4.490090542574057,66.87954124906467
524,002840,미원상사,209500.0,4970000.0,1041215000000.0,365216747213,66325370693,298891376520,15556835033,3.483589965434577,66.92974488649641
584,086670,비엠티,12100.0,8146529.0,98573000900.0,181571433994,100676561191,80894872803,1472713377,1.2185321205714832,66.93291609858176
992,006740,영풍제지,6810.0,22200000.0,151182000000.0,209211765012,78352897552,130858867460,2257137949,1.1553057346015334,66.97951273513412
653,007540,샘표,43750.0,2875800.0,125816250000.0,411847131625,107751829171,304095302454,1876759777,0.41373953817991654,67.03908062283669
1281,115450,지트리비앤티,14800.0,27088019.0,400902681200.0,105086216127,11659283738,93426932389,5962596205,4.291082570610034,67.2362620939883
152,032540,TJ미디어,5070.0,13931609.0,70633257630.0,110204080488,31949053726,78255026762,1048902358,0.9026034563226158,67.340164783956
926,089970,에이피티씨,15300.0,23700595.0,362619103500.0,126352474552,28114988928,98237485624,5371112900,3.6912498441573507,67.51284328802696
1133,053350,이니텍,6030.0,19790916.0,119339223480.0,246564269688,44317142735,202247126953,1762239776,0.5900663474331238,67.72019625551796
399,034020,두산중공업,26500.0,518707291.0,13745743211500.0,29238928358442,20218938990207,9019989368235,202027801605,1.5239201123570414,68.03886941449451
747,048870,시너지이노베이션,4110.0,79534654.0,326887427940.0,173322777290,53627517112,119695260178,4790219412,2.730997262998405,68.24059606144822
313,003090,대웅,32550.0,58141980.0,1892521449000.0,1852593462977,767322341151,1085271121826,27590267334,1.7438236500901065,68.59380614510431
1587,007770,한일화학,18500.0,3510000.0,64935000000.0,165893673575,72541838261,93351835314,946208277,0.6955942513779553,68.62653982047127
77,000040,KR모터스,997.0,96137368.0,95848955896.0,175866324911,123434535819,52431789092,1393239568,1.8280695272064358,68.79574632924867
774,222800,심텍,37000.0,31854143.0,1178603291000.0,806857334837,504261613213,302595721624,17126169159,3.894976719018226,68.81885143477228
86,066570,LG전자,123000.0,163647814.0,20128681122000.0,50666883000000,31965236000000,18701647000000,291965000000,1.0763052645577151,68.94210306714847
640,011230,삼화전자,3930.0,10457940.0,41099704200.0,55733584897,43071659419,12661925478,595240791,3.2459284546738507,69.04719034956057
10,035760,CJ ENM,167800.0,21929154.0,3679712041200.0,6690979834504,2661484310058,4029495524446,53184363884,0.9131942246556806,69.18785470906056
30,050120,ES큐브,4985.0,13564086.0,67616968710.0,834168234883,755695984042,78472250841,976204070,0.8616672516123578,69.26519852555009
244,095660,네오위즈,26150.0,22033719.0,576181751850.0,481536519766,64133023958,417403495808,8302967838,1.3803951275842592,69.39467466235415
27,037370,EG,15900.0,8129980.0,129266682000.0,140062565258,90663079686,49399485572,1859068244,2.616761703147559,69.53304829836037
1005,046120,오르비텍,6940.0,24968430.0,173280904200.0,121147120946,64578322467,56568798479,2487086623,3.0631886987015813,69.67224325744765
1337,047770,코데즈컴바인,2740.0,37842602.0,103688729480.0,78686092584,28177355588,50508736996,1486590714,2.052886998307076,69.74934560232965
539,064550,바이오니아,48150.0,25211579.0,1213937528850.0,258100150510,76515380066,181584770444,17369314677,6.685238667767974,69.8897769672781
1456,091700,파트론,10250.0,54156410.0,555103202500.0,622654496360,205503361538,417151134822,7935151422,1.330700449219357,69.95496027473287
886,012750,에스원,83700.0,37999178.0,3180531198600.0,1919705075239,528764218199,1390940857040,45422834817,2.2866041949248284,70.02053507698844
159,051390,YW,3955.0,11355368.0,44910480440.0,114996919679,41811458550,73185461129,641015948,0.6136530363706906,70.06140889337125
1466,001020,페이퍼코리아,1705.0,40782857.0,69534771185.0,517514405360,488332269240,29182136120,991164494,2.3827855129955444,70.15462277546031
553,019010,베뉴지,2190.0,48200000.0,105558000000.0,598688534745,301293127427,297395407318,1503216264,0.35494159426318433,70.22143288891398
1284,018120,진로발효,31750.0,6621120.0,210220560000.0,91741960429,14017688739,77724271690,2988375260,2.7046964278862062,70.34610506044679
388,014820,동원시스템즈,50000.0,29188411.0,1459420550000.0,1426212355046,783382200479,642830154567,20733252514,2.270305055902429,70.39033306590635
1428,340570,티앤엘,43650.0,8128000.0,354787200000.0,90240729324,11296592613,78944136711,5029927211,4.494155168214846,70.53525530630189
322,002880,대유에이텍,1625.0,111861577.0,181775062625.0,1348630259852,1096088561120,252541698732,2567974815,0.7197823707438575,70.78537591693632
1253,082270,젬백스,17550.0,39812863.0,698715745650.0,170086302930,16829638250,0,9837301665,inf,71.02717487417826
286,064260,다날,8480.0,68949040.0,584687859200.0,654576136923,380605278990,273970857933,8219556605,2.1341242773455353,71.13374690361415
378,001520,동양,1720.0,238684063.0,410536588360.0,997497251745,216743462473,780753789272,5749115222,0.5258208080460264,71.40865550737435
1511,013030,하이록코리아,18450.0,13613232.0,251164130400.0,367558803398,31673756361,335885047037,3516185888,0.7477681207175995,71.43084535353212
178,009140,경인전자,27400.0,1570797.0,43039837800.0,58887739750,2763078695,56124661055,600684048,0.7668614293781235,71.6513747007312
988,143540,영우디에스피,1995.0,44599895.0,88976790525.0,86249548264,26239482214,60010066050,1241526058,1.4826977602535067,71.66727589136111
1191,039290,인포뱅크,10450.0,8693978.0,90852070100.0,79167306623,19893525775,59273780848,1267251688,1.5327530790212027,71.69220681282691
812,246720,아스타,5120.0,11492523.0,58841717760.0,6580769097,2050147973,4530621124,820341400,12.98756089938718,71.72832891281605
139,064960,SNT모티브,50100.0,14623136.0,732619113600.0,1162110848528,345283403039,816827445489,10168256239,0.8969080527912624,72.04963136059301
