,Code,Name,Marcap,Assets,Liabilities,Equity,Profit,P/E,PER
408,039840,디오,597057595650.0,324598173247,161942274304,162655898943,10032006899.0,3.6706790195124044,59.51526964255928
1558,005860,한일사료,79989480550.0,146948920568,83479298853,63469621715,1339125551.0,1.2602797746168983,59.73262215052754
876,326030,SK바이오팜,7713855125000.0,623581123193,115603803500,507977319693,128991000000.0,15.185432156029973,59.80149874797466
1325,036690,코맥스,84538940430.0,109947998174,40543140075,69404858099,1411308672.0,1.21805508642367,59.9010989638417
397,003160,디아이,271502286700.0,253959958716,113391109206,140568849510,4520296749.0,1.931454142553009,60.06293431068722
805,332370,아이디피,50041947020.0,40968027964,3347919112,37620108852,831505757.0,1.3301914467304796,60.18232176833864
1006,057540,옴니시스템,99401619700.0,124456118211,26259712314,98196405897,1647163893.0,1.0122735021917622,60.34713371415555
993,010470,오리콤,88974621500.0,163370606488,82345322238,81025284250,1469885088.0,1.0981093410974365,60.531685249670346
871,109610,에스와이,174401730060.0,338743284782,178412444890,160330839892,2878561797.0,1.0877615945720627,60.58641167327352
696,067770,세진티에스,41605118315.0,46371039272,3985647535,42385391737,685120072.0,0.9815909824110729,60.7267543535055
484,090370,메타랩스,66137306055.0,85271043639,25392845285,59878198354,1088389092.0,1.1045306617944004,60.766233823115165
1238,067000,조이시티,502471125000.0,117032249743,29704075362,87328174381,8254900092.0,5.75382605398107,60.86943747350201
1335,071950,코아스,36934115950.0,78680226488,53978325281,24701901207,606479761.0,1.4951932501265792,60.899173105300044
1120,054210,이랜텍,265557705000.0,433290073667,279435815462,153854258205,4329061871.0,1.726034157898724,61.3430144713217
1601,041440,현대에버다임,106241547920.0,266284523622,81144065015,185140458607,1728543862.0,0.5738429553397634,61.46303270376601
222,039860,나노엔텍,195091820560.0,56907427662,8372284542,48535143120,3172942880.0,4.019599160914146,61.486080253672895
335,299170,더블유에스아이,77188222320.0,29980646536,3824169963,26156476573,1255123170.0,2.9510175846726034,61.49852394167817
647,017390,서울가스,827500000000.0,1723403751595,681889093319,1041514658276,13423312836.0,0.7945159421661385,61.646481022235186
268,069140,누리플랜,55046258250.0,121442893366,83842608109,37600285257,891943059.0,1.4639851233509487,61.71499143870797
808,099190,아이센스,434096720800.0,318238089794,89697937520,228540152274,6998829962.0,1.8994330601458396,62.02418449325373
333,298540,더네이쳐홀딩스,464701759200.0,263484848938,94067802615,169417046323,7471204760.0,2.7429457028428446,62.19903939562219
642,006730,서부T&D,527404485900.0,1921546905927,1299657596928,621889308999,8464764600.0,0.8480681019407074,62.30586564687221
510,207760,미스터블루,219140469750.0,74898891967,18772109524,56126782443,3507701482.0,3.904383258964646,62.47409332707863
226,089600,나스미디어,331369395000.0,420490344916,221339471425,199150873491,5302699333.0,1.6639113310993094,62.4907003378085
753,009270,신원,275716025505.0,432131327905,242093941644,190037386261,4394952095.0,1.4508514925917144,62.73470553152867
1034,065680,우주일렉트로,255309454000.0,263888817014,63395349622,200493467392,4068613579.0,1.2734053499150928,62.7509713180358
1400,051360,토비스,136578363860.0,274737344784,92428366092,182308978692,2171513242.0,0.7491587350217177,62.89547823996185
343,194480,데브시스터즈,1293432480000.0,182407494141,58701066919,123706427222,20493969065.0,10.455661108689553,63.11283460503262
1093,072130,유엔젤,69671997120.0,45866486876,11277440548,34589046328,1103833965.0,2.014279216007184,63.118185641261725
994,053980,오상자이엘,164167908500.0,98478076496,37427536152,61050540344,2597283356.0,2.689049229948942,63.2075465007523
477,133750,메가엠디,112236934215.0,116964897813,55537751501,61427146312,1775606418.0,1.8271552717902204,63.21048013636995
204,019660,글로본,129582881645.0,66744639519,40850277626,25894361893,2049441781.0,5.004289434914789,63.22837898901994
937,181710,NHN,1508463427500.0,2671775027728,718200757679,1953574270049,23849405292.0,0.7721556587977402,63.249519601480216
353,086450,동국제약,978120000000.0,684939985848,241732847885,443207137963,15430352582.0,2.206913915004807,63.38934867509173
1114,088390,이녹스,259953463200.0,214821630733,66940556545,147881074188,4088573215.0,1.7578548480755778,63.58048383389412
528,142760,바이오리더스,242162398400.0,0,102420490486,111502731675,3804405009.0,2.1718068675289253,63.65315938421949
991,271560,오리온,4586191312000.0,2712114231865,724425118898,1987689112967,71694402119.0,2.3072980991248913,63.96861088802631
840,085810,알티캐스트,72433276360.0,86564674363,17946504667,68618169696,1132185462.0,1.0555990735529979,63.97651161502019
540,019010,베뉴지,105558000000.0,575357653217,279460200216,295897453001,1648984587.0,0.3567384542497,64.01393974945626
1366,110790,크리스에프앤씨,490292838000.0,331259061020,91453350471,239805710549,7658163775.0,2.0445419622307845,64.02224507140421
772,049960,쎌바이오텍,176720000000.0,104634746643,5082995603,99551751040,2760236390.0,1.7751571233437542,64.02350198708886
348,002150,도화엔지니어링,259981200000.0,453562771421,201673597810,251889173611,4056669808.0,1.0321253441463776,64.08734560730115
453,002270,롯데푸드,456418262500.0,1229531259122,472208569744,757322689378,7114471536.0,0.6026734295718287,64.15350180128966
1545,004710,한솔테크닉스,209998602120.0,708933416143,421824816598,287108599545,3264652982.0,0.7314256781329388,64.32493844762334
758,187270,신화콘텍,42249114425.0,90806681592,42109657053,48697024539,656806851.0,0.8675912917669937,64.32502091090399
464,219420,링크제니시스,86709472920.0,44579695127,7864502474,36715192653,1347508116.0,2.361678276878522,64.34801534063637
139,077970,STX엔진,266903286400.0,774230000000,512124000000,262106000000,4146000000.0,1.0183028484658878,64.37609416304872
481,078160,메디포스트,374889671700.0,220036907922,83181164200,136855743722,5817821184.0,2.7393053554370863,64.4381564581274
231,004270,남성,117508459200.0,197255545692,122078527247,75177018445,1822736676.0,1.5630901787621434,64.46814877169894
760,243840,신흥에스이씨,513674635600.0,368639340170,226828601756,141810738414,7964278116.0,3.6222548542155284,64.49732519612077
405,196490,디에이테크놀로지,199415237060.0,136324864036,38117076633,98207787403,3089649919.0,2.0305440366117886,64.54298781026395
1005,226950,올릭스,535108398000.0,75112265522,36612571731,38499693791,8273180007.0,13.89902997423557,64.67989304562946
1498,034950,한국기업평가,374592405000.0,154610426000,52246319141,102364106859,5791246432.0,3.6594116482252614,64.68251859049883
996,241790,오션브릿지,143037666200.0,96060602080,16175055792,79885546288,2210487946.0,1.7905324911258245,64.70863885905126
1013,251370,와이엠티,309568044600.0,202570741928,78284433597,124286308331,4779498836.0,2.490765465296118,64.7699801218238
188,017900,광전자,181943415820.0,249049651882,45257361005,203792290877,2807432582.0,0.8927885104830241,64.8077595830937
573,082920,비츠로셀,343549474400.0,195770220195,37191849372,158578370823,5289854256.0,2.1664333705600916,64.94497915709684
1270,009310,참엔지니어링,63857848600.0,837517663408,750064695832,87452967576,982988322.0,0.7301964744021415,64.96297786129752
814,038880,아이에이,299190687250.0,147580900272,39239005125,108341895147,4594109601.0,2.7615419394690606,65.12484751884786
1300,272110,케이엔제이,98192676400.0,85671084667,62162128957,23508955710,1506469893.0,4.176820000483127,65.18064307575246
1024,215360,우리산업,217802087550.0,296181251664,173669654365,122511597299,3330839962.0,1.7778079165716485,65.38953838515283
412,079810,디이엔티,55928125110.0,55559880482,29034398962,26525481520,854353627.0,2.108467854497972,65.46250093932123
1429,038950,파인디지털,59018221700.0,107438707062,13800045459,93638661603,900434146.0,0.6302762202029292,65.54418439391347
1491,221840,하이즈항공,92020068400.0,146322653292,69751960290,76570693002,1401998819.0,1.201766169173844,65.63491149417295
1438,027710,팜스토리,299153571000.0,650991021139,449938749149,201052271990,4548367113.0,1.4879392709119914,65.77164146336575
1472,002230,피에스텍,95002443690.0,158400180256,22131846704,136268333552,1443118445.0,0.6971718315887899,65.83135571384094
1289,263700,케어랩스,138750057600.0,170042205044,59542329996,110499875048,2105972585.0,1.2556580497464673,65.88407588411224
289,006570,대림통상,56484750000.0,162480467393,87572854478,74907612915,854800831.0,0.7540588706797399,66.07942803930194
1162,051370,인터플렉스,299758015200.0,307976909251,139191669279,168785239972,4535709299.0,1.7759729183056956,66.0884539637689
1077,011330,유니켐,101036962180.0,283353634176,179089979895,104263654281,1526431300.0,0.9690525703971226,66.19162105756087
512,268280,미원에스씨,1101600000000.0,343783461830,74043156514,269740305316,16628667975.0,4.083928053352942,66.2470380463532
1519,161890,한국콜마,1005627861000.0,2502697257787,1494609394101,1008087863686,15129267423.0,0.9975597338539468,66.46903864434388
1015,019210,와이지-원,251316792180.0,888487320822,587817658465,300669662357,3772077653.0,0.8358568344071877,66.62556163978313
919,073540,에프알텍,40299000000.0,53740470012,26800580101,26939889911,604182450.0,1.4958858456041892,66.70005062212581
1642,200670,휴메딕스,264236641000.0,180262657638,45192332932,135070324706,3959506496.0,1.9562893742585508,66.73474112668812
568,090460,비에이치,623314728000.0,510752350205,214462606114,296289744091,9317189772.0,2.1037337283215587,66.89943462063896
634,263810,상신전자,62320641250.0,63838297201,26559440463,37278856738,931552214.0,1.6717422878066375,66.89978330082097
500,006920,모헨즈,63008400000.0,52444008783,23506145948,28937862835,941628352.0,2.177368811209931,66.91429783966403
1188,049550,잉크테크,155151656000.0,97342560978,63402783176,33939777802,2312564494.0,4.571381018023555,67.09073688649308
291,317850,대모,43703205000.0,77924038709,34240452484,43683586225,650975775.0,1.0004491109063012,67.13491757815412
585,100090,삼강엠앤티,698570428800.0,717318782091,471916969825,245401812266,10392085983.0,2.846639241778679,67.22138653806017
1017,332570,와이팜,328701000600.0,108844633580,20002716026,88841917554,4884243673.0,3.699841354732225,67.29823952417699
398,001530,DI동일,708004710000.0,914430053122,389186056244,525243996878,10491392071.0,1.3479539303796182,67.48434385147478
1247,314130,지놈앤컴퍼니,518270208000.0,116425756802,7350082262,109075674540,7677752187.0,4.751473783551447,67.50285700514496
417,068930,디지털대성,283950044950.0,211722484995,76401717664,135320767331,4201016086.0,2.0983478777906046,67.59080163874431
786,008700,아남전자,173530845000.0,192404964214,127744044394,64660919820,2556348426.0,2.6837051728163925,67.88231339478604
627,001820,삼화콘덴서,570685500000.0,249464390933,69163666302,180300724631,8398548623.0,3.165186946241919,67.95049068801468
737,269620,시스웍,124785130350.0,95648812089,38523177707,57125634382,1834010980.0,2.1843981550482208,68.03946743546759
314,000300,대유플러스,176053216170.0,470864752139,344959711145,125905040994,2583013839.0,1.398301567435968,68.15806152945663
1097,056080,유진로봇,118350839560.0,73513820136,35350755667,38163064469,1726453844.0,3.101188052027028,68.55140667172103
1214,194370,제이에스코퍼레이션,332723244950.0,475759652151,321591342609,154168309542,4853502252.0,2.158181833467898,68.55322768479061
621,038500,삼표시멘트,546448010570.0,1351988609480,725158078613,626830530867,7963900154.0,0.8717635527647019,68.61562802184775
381,005290,동진쎄미켐,1673541779700.0,1027691290639,557656165641,470035124998,24380250718.0,3.5604611032146183,68.64333755454041
1115,272290,이녹스첨단소재,763078413300.0,377425993112,160079119913,217346873199,11106357812.0,3.5108782660118383,68.70644960452495
99,024940,PN풍년,60000000000.0,50659839246,10462573498,40197265748,873178722.0,1.4926388370827257,68.71445500019868
1381,023160,태광,287525000000.0,474152910331,42236200446,431916709885,4176151519.0,0.6656954765110963,68.84927395279213
1110,214320,이노션,1154000000000.0,1950910242865,1189364970395,761545272470,16745939060.0,1.5153399826869258,68.9122297570334
910,244920,에이플러스에셋,253206161600.0,254578156283,146705640106,107872516177,3672715304.0,2.3472722299768445,68.94249639339864
803,143160,아이디스,277554501000.0,198139418302,34240255149,163899163153,4011503730.0,1.693446724562606,69.18964051418195
813,069920,아이에스이커머스,103305448000.0,68525915620,28982152035,39543763585,1491697192.0,2.6124333810043945,69.25363173841787
663,123420,선데이토즈,222020334400.0,162912732158,17920861430,144991870728,3205093137.0,1.5312605685080294,69.27110224566307
1377,065130,탑엔지니어링,119182877220.0,635749574613,283750469366,351999105247,1718204639.0,0.3385885800373516,69.36477443650995
421,290550,디케이티,212368391400.0,105860676859,34308517205,71552159654,3060767992.0,2.9680221034128897,69.38402125057246
535,001340,백광산업,242110213730.0,319318872298,140796426622,178522445676,3462045734.0,1.3561892053025382,69.93270231883078
42,011200,HMM,10823979402900.0,10745095000000,8602524000000,2142571000000,154060000000.0,5.0518649803903815,70.25820721082695
1354,031820,콤텍시스템,114756789768.0,164554456736,66713055259,97841401477,1632752864.0,1.172885793086032,70.2842373137004
952,156100,엘앤케이바이오,164730738900.0,58453210807,22515094118,35938116689,2342932203.0,4.583733207990308,70.30964817892342
1275,066360,체리부로,71949094090.0,256091475855,206968207300,49123268555,1022913359.0,1.4646642254564854,70.33742736563478
732,013810,스페코,86027608900.0,88784394912,41577112680,47207282232,1222633279.0,1.8223376740312578,70.36256118462812
1248,013890,지누스,1346198340000.0,904686093881,467374281804,437311812077,19094657824.0,3.078348909914574,70.5013073503715
462,277070,린드먼아시아,86312240000.0,67161371298,17144188767,50017182531,1222629088.0,1.725651778696347,70.59560487080445
960,097520,엠씨넥스,798645684900.0,467688180333,209260040948,258428139385,11297920333.0,3.090397534883757,70.68961909451977
1296,009070,KCTC,219000000000.0,456424240166,245367649173,211056590993,3089082657.0,1.0376363939625248,70.89483329419372
883,052020,에스티큐브,286190452080.0,46232745373,12588786938,33643958435,4027337607.0,8.50644411040154,71.06194712421585
489,009900,명신산업,1479657750600.0,547188686467,337515949923,209672736544,20798906145.0,7.056986878642148,71.14113310981529
1409,019180,티에이치엔,72900000000.0,300445270995,227597876395,72847394600,1024531777.0,1.0007221315228754,71.15445478271388
842,018250,애경산업,575736583000.0,460740663173,124717163995,336023499178,8079771979.0,1.7133819045644127,71.25653848851023
511,002840,미원상사,1041215000000.0,348473983599,67201637709,281272345890,14604594869.0,3.701803661875805,71.29365856016338
1630,094280,효성ITX,236365190000.0,187763309058,114646414766,73116894292,3311803761.0,3.232702814975302,71.37053009705788
1631,298040,효성중공업,625677170800.0,3624048949067,2645996554492,978052394575,8757224206.0,0.6397174366838291,71.44697407328205
446,023530,롯데쇼핑,2913741765000.0,34526916482335,23279672442382,11247244039953,40605255827.0,0.2590627316922854,71.75774922867352
1411,062860,티엘아이,61803227200.0,75647430417,6157958804,69489471613,860208575.0,0.8893897991366786,71.84679273860993
1517,017960,한국카본,529727121850.0,488116876813,107441799997,380675076816,7364212006.0,1.3915466341549978,71.93262787904588
1448,022100,포스코 ICT,1011030947850.0,602610734221,256300305593,346310428628,14049194588.0,2.919435466773165,71.96362336055644
785,025980,아난티,1031293442300.0,1198835214787,817898323773,380936891014,14321360791.0,2.7072553659868515,72.0108554871474
98,010060,OCI,2873849205500.0,4616752474000,2166288633000,2450463841000,39757436000.0,1.17277764210029,72.28457100452856
780,115480,씨유메디칼,48304641750.0,76247334096,32398064106,43849269990,668243974.0,1.1016065207246566,72.28593691740495
1422,214450,파마리서치,892883419000.0,331490853502,50065825056,281425028446,12339650393.0,3.172722141773993,72.35889110006813
1514,025770,한국정보통신,341866194230.0,351426008000,140401164000,211024844000,4718322000.0,1.6200281812789779,72.45503681817392
1393,055490,테이팩스,323630790000.0,167669700322,51064222144,116605478178,4457507665.0,2.7754338394459714,72.60352966773867
752,005800,신영와코루,105300000000.0,378732628837,61361287708,317371341129,1444162149.0,0.33178799202666304,72.9142500188876
286,353200,대덕전자,914213112500.0,837300769469,201092971389,636207798080,12530750910.0,1.4369725037306793,72.95756807123381
107,036120,SCI평가정보,124782500000.0,34583767300,8958873651,25624893649,1708499234.0,4.8695811857494125,73.03632188810218
567,141000,비아트론,129627397000.0,183015741596,37065664505,145950077091,1774652230.0,0.8881625798606273,73.04383067774354
490,005360,모나미,85132368035.0,208120827650,118462131442,89658696208,1163067824.0,0.949516016131895,73.19639171360998
1170,039290,인포뱅크,90852070100.0,76928432030,18913215365,58015216665,1237795544.0,1.566004150680181,73.39828499172557
1644,065510,휴비츠,114788533860.0,155101883486,69293717487,85808165999,1558188637.0,1.3377343813797131,73.66793155481085
163,063080,게임빌,564548435200.0,476039012584,161655687627,314383324957,7630264632.0,1.7957327580183093,73.98805446830536
1309,024880,케이피에프,85844921250.0,407479779688,259381634982,148098144706,1159749097.0,0.5796488633967479,74.02025271850675
79,051900,LG생활건강,19194764113000.0,7047344756424,2114266432917,4933078323507,258820000000.0,3.891031695469646,74.1625999265899
1582,101530,해태제과식품,240504949720.0,643279910094,381700350823,261579559271,3228751437.0,0.919433270666358,74.48853044676167
1279,016920,카스,127625240340.0,142577871191,96183701628,46394169563,1709778618.0,2.750889638550248,74.6443071614082
1327,183300,코미코,770572374300.0,331361015624,151795317585,179565698039,10311969140.0,4.291311663169871,74.72601632514196
966,259630,엠플러스,141390206400.0,111187206502,50673070758,60514135744,1891586088.0,2.3364822890000356,74.74690541285055
1256,013870,지엠비코리아,119583195600.0,526904379055,296029026513,230875352542,1599601277.0,0.5179556599843019,74.75812711544866
913,230360,에코마케팅,590831173450.0,201901356092,47357790766,154543565326,7883664091.0,3.8230719745832094,74.94372751427773
968,060850,영림원소프트랩,80740830000.0,51036651591,19060931308,31975720283,1076463438.0,2.5250668096107325,75.00564083255004
328,001790,대한제당,296895679800.0,1173698563000,685094833000,488603730000,3955950000.0,0.6076410423637167,75.05041261896636
1459,023900,풍국주정,215460000000.0,186976937416,30582057058,156394880358,2870493459.0,1.377666580304901,75.06026509987599
383,000020,동화약품,414782329500.0,437269331796,96065587674,341203744122,5510603248.0,1.2156441324151808,75.26985900328421
1360,051780,큐로홀딩스,76893074100.0,60224546843,21955850502,38268696341,1021268853.0,2.0092943176017974,75.29170587561237
1210,287410,제이시스메디칼,483410420160.0,51888531427,22892991333,28995540094,6401018886.0,16.67188880058252,75.52085515905787
1044,240810,원익IPS,1941268284550.0,1247445959187,568509653706,678936305481,25648830218.0,2.8592789469031072,75.6864257765504
872,012750,에스원,3180531198600.0,1921516279207,577839642996,1343676636211,41928117407.0,2.367036169929024,75.85676141206862
902,071670,에이테크솔루션,137000000000.0,188572136082,114171197748,74400938334,1801525898.0,1.8413746260158828,76.04664476491473
1201,095700,제넥신,1626893580000.0,639165366668,58219726922,580945639746,21310715125.0,2.8004230838384596,76.34157607838605
596,018260,삼성에스디에스,12148314600000.0,9547628039027,2668631848909,6878996190118,158453000000.0,1.7660010653082818,76.66825241554278
1547,025750,한솔홈데코,148642699905.0,298582743951,142145101632,156437642319,1938110717.0,0.9501722072868822,76.69463803135247
225,242040,나무기술,98273679000.0,68396547309,32736342506,35660204803,1274328825.0,2.7558360795430006,77.11799111190943
581,143240,사람인에이치알,524083871850.0,144388394255,19118108668,125270285587,6785539306.0,4.183624786949373,77.23540432321829
45,095340,ISC,433466319200.0,244578332215,49613052117,194965280098,5597245414.0,2.2233000613345957,77.44279322035815
643,079650,서산,55000000000.0,111191795531,13176982770,98014812761,709382255.0,0.5611396731850357,77.53224670103991
946,048830,엔피케이,38571281380.0,74775726977,35341910743,39433816234,497249008.0,0.9781270255741488,77.56934807198247
703,108860,셀바스AI,101677906450.0,91007707372,42865618120,48142089252,1305132967.0,2.112037679082985,77.90616666723123
1137,039030,이오테크닉스,1309568165000.0,506879110824,81401027248,425478083576,16788771935.0,3.077874549949837,78.00261806343967
1359,040350,큐로컴,173843391360.0,82470056764,35491730542,46978326222,2228200995.0,3.700502025944657,78.01961840520586
1154,023800,인지컨트롤스,250142112000.0,523183585600,331038852615,192144732985,3201821797.0,1.3018421484367602,78.1249325725669
113,184230,SGA솔루션즈,63260854220.0,44595442833,18176549274,26418893559,808714833.0,2.3945307958761664,78.22393214345804
773,050890,쏠리드,395443209120.0,274220481050,167264968548,106955512502,5054356042.0,3.6972681432628867,78.23809914339232
1533,042700,한미반도체,1597554027100.0,333770643042,69536773687,264233869355,20363486958.0,6.045985062398172,78.45188942321025
130,000660,SK하이닉스,77896253055000.0,75118008000000,22739419000000,52378589000000,992640000000.0,1.4871773856871173,78.47382037294487
400,110990,디아이티,189000000000.0,324015104696,151900487812,172114616884,2407327879.0,1.0981054568269482,78.51028588532373
1262,018120,진로발효,210220560000.0,95428840242,20695841178,74732999064,2674142759.0,2.8129549547445687,78.61231764552926
1129,102710,이엔에프테크놀로지,409346501400.0,474923591899,154175075635,320748516264,5203928444.0,1.2762225876146447,78.6610549712624
1184,094820,일진파워,297050567300.0,153864907786,49466797116,100157436640,3774333121.0,2.9658363598870956,78.7027953752257
1226,038010,제일테크노스,49410000000.0,159886791428,87087170730,72799620698,627332116.0,0.6787123274305388,78.76210820362336
1041,005820,원림,46189197000.0,177136715437,44161515448,132975199989,586301865.0,0.34735196490639514,78.7805732120603
89,229640,LS전선아시아,255717739650.0,497087819972,345392156912,151695663060,3236150222.0,1.6857287445907816,79.01911904817625
451,005300,롯데칠성,1294404318000.0,3476765130421,2175737194477,1301027935944,16349501168.0,0.994908934880638,79.17087528844415
1126,047560,이스트소프트,184741895000.0,156483283289,72241789113,84241494176,2332437781.0,2.193003540678319,79.20549757207007
349,100130,동국S&C,307429340000.0,401418750082,128221429480,273197320602,3879153638.0,1.1253014463047022,79.25165350205188
526,064550,바이오니아,1213937528850.0,224896663895,61815272615,163081391280,15310153855.0,7.443752590789155,79.28970148484507
346,145720,덴티움,679626162000.0,524162411577,286623885075,237538526502,8563601156.0,2.8611197181703396,79.36219233234921
626,011230,삼화전자,41099704200.0,56536814566,43247545682,13289268884,517004267.0,3.0926986697878602,79.49587038901556
67,122450,KMH,381275457240.0,742654269603,330780179025,411874090578,4787742282.0,0.9257087686796233,79.63575204819264
193,005320,국동,134356171170.0,198893400347,110106764459,88786635888,1684866069.0,1.5132476844767915,79.74293841037641
787,090430,아모레퍼시픽,10996638692000.0,5745671200543,1189386586382,4556284614161,137647000000.0,2.4135100467214636,79.89014429664286
304,069620,대웅제약,1668466800000.0,1421432249222,731973244364,689459004858,20867711381.0,2.4199652020552476,79.95446982840365
337,317330,덕산테코피아,435545043600.0,176388340776,13886155845,162502184931,5442914232.0,2.680241153587791,80.0205597654547
37,078150,HB테크놀러지,195106352220.0,277786289951,74129376467,203656913484,2437894450.0,0.9580148735551186,80.03068066379986
765,102280,쌍방울,196156320363.0,345515365601,127227832615,218287532986,2450973741.0,0.8986143994562465,80.03199588869035
939,183490,엔지켐생명과학,570697132500.0,150399690097,54898598610,95501091487,7119184781.0,5.975817905470595,80.16327010124841
1579,195870,해성디에스,748000000000.0,402318902237,168814854380,233504047857,9312023720.0,3.203370591922595,80.32625586997538
1124,007660,이수페타시스,186120474980.0,420302781399,359802970009,60499811390,2313453817.0,3.0763810779542995,80.45134664557689
1492,000080,하이트진로,2345969287950.0,3860145674346,2808823523960,1051322150386,29138299424.0,2.23144664752727,80.51153754078466
698,234340,세틀뱅크,302968650000.0,211817193887,87876626123,123940567764,3762723319.0,2.444467178631086,80.51845015288514
427,042510,라온시큐어,176707029220.0,46120173231,11628655995,34491517236,2191524974.0,5.123202554730318,80.63199430370717
1161,035080,인터파크,503372810600.0,1633151048385,1036843716612,596307331773,6235570692.0,0.8441499605636612,80.72602099528888
768,004770,써니전자,130843016305.0,67693468080,2245461588,65448006492,1618573261.0,1.9991902476203538,80.83848872195102
667,086710,선진뷰티사이언스,96015705000.0,104978880648,56708884518,48269996130,1185481029.0,1.9891384441260778,80.99303375693243
205,014280,금강공업,231115333160.0,790701253959,423204690556,367496563403,2837906544.0,0.628891141239209,81.43866951807557
1337,045970,코아시아,235518140200.0,344918570113,190170800046,154747770067,2885402596.0,1.5219485237042798,81.62401341375933
390,030350,드래곤플라이,64562288230.0,31892963658,25582486970,6310476688,790307836.0,10.230968502390892,81.69258267356975
1223,030000,제일기획,2691964665000.0,2178210973626,1203361805204,974849168422,32924167595.0,2.7614165885349373,81.76257325967484
810,068940,아이씨케이,86005710560.0,34622559461,17748728409,16873831052,1050234978.0,5.0969877732541375,81.89187406782409
1036,018620,우진비앤지,63989783995.0,77251758480,32286847343,44964911137,777754077.0,1.423104869484444,82.27508654384077
432,171010,램테크놀러지,74284595200.0,68124106789,27899799113,40224307676,902135744.0,1.8467588254930292,82.34303506324653
68,052900,KMH하이텍,74079088420.0,120481713161,43819634365,76662078796,899376421.0,0.9663068049214605,82.36716761779549
35,001250,GS글로벌,215825792860.0,1026301744021,731902945852,294398798169,2617207327.0,0.7331069087316889,82.46415583261891
97,030190,NICE평가정보,1214296400000.0,368711800051,110930599768,257781200283,14709180455.0,4.710570044157249,82.55364081737346
382,025900,동화기업,1698918985700.0,1607433240329,875661119950,731772120379,20334802834.0,2.321650331280856,83.54735472818993
722,017550,수산중공업,139821572170.0,251760101114,138556105548,113203995566,1667597982.0,1.2351293032628117,83.84609101188035
476,215200,메가스터디교육,914550948000.0,605571389405,326375906638,279195482767,10828873400.0,3.2756652755848132,84.45485640269837
1562,003300,한일홀딩스,390453819000.0,3317397701607,1511505081639,1805892619968,4618853420.0,0.21621098324601312,84.53479326910531
321,131220,대한과학,63586799700.0,46002724524,11237812225,34764912299,752188870.0,1.829051060250454,84.53568277339706
1150,060150,인선이엔티,547122441000.0,482170120740,163084940252,319085180488,6458334705.0,1.7146595155664897,84.71571480747528
340,090410,덕신하우징,121201169850.0,142008154296,68462585242,73545569054,1429434324.0,1.6479737856268324,84.78960370200261
1480,067310,하나마이크론,715341289600.0,798852761322,508529253314,290323508008,8391711655.0,2.463945460387205,85.24378803861559
701,051980,중앙디앤엠,154143025905.0,60628036398,31054040893,29573995505,1803304264.0,5.212113658397609,85.47810204978255
84,037560,LG헬로비전,537481243100.0,1453685409583,822077841313,0,6286441038.0,inf,85.49849427538686
853,102120,어보브반도체,225229523700.0,142953331404,43480835900,99472495504,2632321125.0,2.264239200583271,85.56308786223794
1236,000480,조선내화,352000000000.0,1267819654055,524587827861,743231826194,4102542894.0,0.47360727513856515,85.80044355290049
941,182400,엔케이맥스,1080500262650.0,197069912898,84580376788,112489536110,12585511479.0,9.605340194428507,85.85270963781701
362,088130,동아엘텍,109295114500.0,280636680787,72627753012,208008927775,1272692482.0,0.5254347285431076,85.87708032049174
1265,003780,진양산업,94120000000.0,72550507927,29632194139,42918313788,1093313887.0,2.193003212216507,86.08689701935525
272,214870,뉴지랩파마,394068097300.0,139880048574,72632254359,67247794215,4573022096.0,5.8599408634893315,86.17235802221236
470,220630,맘스터치,510105830310.0,113965792534,34017682619,79948109915,5891355649.0,6.3804614124378825,86.58547551726663
1597,052260,현대바이오랜드,278250000000.0,191449517413,51980902251,139468615162,3198502285.0,1.9950725091576929,86.99384124404338
1003,049480,오픈베이스,98194946875.0,111764403730,37880929355,73883474375,1128630493.0,1.3290515599822184,87.00362739091793
1293,192250,케이사인,172791223365.0,76814419233,10621052339,66193366894,1982550543.0,2.6104008826398344,87.15602433193553
1651,189980,흥국에프엔비,132243652515.0,96452991462,26238879519,70214111943,1512340597.0,1.8834340968715197,87.44303550227318
806,122900,아이마켓코리아,364374356000.0,1113850597727,721566990634,392283607093,4150661931.0,0.9288544038334402,87.78704747756052
150,024070,WISCOM,58853521920.0,132151524466,15168825641,116982698825,670263336.0,0.5030959493253083,87.8065661046392
1544,014680,한솔케미칼,3836963507500.0,1126168579423,476960020345,649208559078,43613508869.0,5.910217069456417,87.97649184854446
1253,119850,지엔씨에너지,86192283160.0,150568043890,41956586358,108611457532,976694419.0,0.7935837076360505,88.24897683786192
12,051500,CJ프레시웨이,391762338000.0,1058418496251,789301121079,269117375172,4429156353.0,1.4557303769391121,88.45078086589733
700,308170,센트랄모텍,235914000000.0,287130664401,179670867986,107459796415,2663286389.0,2.195369876645974,88.58003441701966
1502,004090,한국석유,158041794000.0,329876651821,185138996529,144737655292,1783370099.0,1.0919189873648267,88.61973972122766
547,000890,보해양조,131941841924.0,148438003093,65999611646,82438391447,1483537784.0,1.600490252273129,88.93729795560097
1365,114120,크루셜텍,30184293600.0,59999200895,19908218713,40090982182,339384521.0,0.7528948396168779,88.93833316576038
1002,067170,오텍,169307655000.0,605855779145,410478387008,195377392137,1902204254.0,0.8665672785788864,89.00603320804055
