,Code,Name,Close,Stocks,Marcap,Assets,Liabilities,Equity,Profit,P/E
1415,055490,테이팩스,68600.0,4717650.0,323630790000.0,170500412577,48974117457,121526295120,4910206882,2.663051561642966
1245,271980,제일약품,33300.0,14704872.0,489672237600.0,441549794278,257738493276,183811301002,1326858159,2.6639941882282416
575,148140,비디아이,2205.0,26778805.0,59047265025.0,195718183964,173589423012,22128760952,13201035654,2.668349355532412
1208,950140,잉글우드랩,9280.0,19867866.0,184373796480.0,128016716993,58999650692,69017066301,3859979105,2.67142326328247
693,053060,세동,1260.0,17459007.0,21998348820.0,101185605336,92967529021,8218076315,204477711,2.67682459699816
951,217820,엔에스,10800.0,11513237.0,124342959600.0,112339721397,66054945205,46284776192,127110033,2.6864764147113194
792,112610,씨에스윈드,60900.0,42171403.0,2568238442700.0,1393543247564,437690479944,955852767620,23235254163,2.6868556849970906
534,206640,바디텍메드,16700.0,23486560.0,392225552000.0,173979378958,28436219976,145543158982,13697822882,2.69490888299675
785,050890,쏠리드,6560.0,60280977.0,395443209120.0,321801825085,175240297490,146561527595,3691269361,2.6981378783983874
357,145720,덴티움,61400.0,11068830.0,679626162000.0,549489797674,297739693184,251750104490,14349560573,2.6996062757423642
531,950190,미투젠,22750.0,13579892.0,308942543000.0,124344305760,10070874586,114273431174,9028073613,2.703537819999335
1284,018120,진로발효,31750.0,6621120.0,210220560000.0,91741960429,14017688739,77724271690,2988375260,2.7046964278862062
494,078160,메디포스트,23050.0,16264194.0,374889671700.0,223060810862,84629012307,138431798555,472076184,2.7081181897022994
1426,117730,티로보틱스,6900.0,14117333.0,97409597700.0,87810973609,51897480770,35913492839,3375733065,2.7123398477749494
537,053030,바이넥스,15600.0,31761048.0,495472348800.0,258760017769,76521198750,182238819019,1727980287,2.718807943703491
828,038880,아이에이,1015.0,294769150.0,299190687250.0,159805884801,49922126608,109883758193,821225968,2.722792632597267
196,339770,교촌에프앤비,17700.0,24982540.0,442190958000.0,236763763990,74715701181,162048062809,5060381911,2.728764234109938
1354,222040,코스맥스엔비티,7980.0,20628000.0,164611440000.0,317016244271,256726451564,60289792707,1317589991,2.7303368051037875
307,025440,대성엘텍,969.0,100971343.0,97841231367.0,119514629382,83684383814,35830245568,3695684029,2.7306882723232584
747,048870,시너지이노베이션,4110.0,79534654.0,326887427940.0,173322777290,53627517112,119695260178,4790219412,2.730997262998405
1671,145020,휴젤,181000.0,12485455.0,2259867355000.0,988682899726,161756437743,826926461983,15398123207,2.732851660812444
1121,072770,율호,2430.0,38967004.0,94689819720.0,67309384225,32728068100,34581316125,3439745526,2.7381785984584184
805,092040,아미코젠,34150.0,19751708.0,674520828200.0,413783428967,167566405021,246217023946,47498274764,2.7395377354083164
837,052460,아이크래프트,5670.0,14607936.0,82826997120.0,66270008622,36084222491,30185786131,730328777,2.743907240333187
1119,191410,육일씨엔에쓰,3625.0,9363022.0,33940954750.0,53404778383,41067193785,12337584598,2068945294,2.7510210349845985
655,038070,서린바이오,21150.0,8300676.0,175559297400.0,87208544568,23397837788,63810706780,1812240420,2.751251416243912
271,142280,녹십자엠에스,7920.0,21117283.0,167248881360.0,127815635527,67106395959,60709239568,989176004,2.7549164270566373
507,087260,모바일어플라이언스,3635.0,32462446.0,118000991210.0,77276336281,34556620914,42719715367,914868724,2.7622138910867617
1201,081000,일진다이아,37200.0,14202975.0,528350670000.0,263169772237,72119567925,191050204312,5545942462,2.7655069613909538
371,033500,동성화인텍,12300.0,28929917.0,355837979100.0,257198861973,128987828094,128211033879,5827132233,2.77540838985687
321,024890,대원화성,5180.0,41249152.0,213670607360.0,140345392777,63387990116,76957402661,598520477,2.7764789347325864
221,049080,기가레인,1865.0,79243240.0,147788642600.0,101737000734,48696056479,53040944255,2968221594,2.7863124360963547
1368,282880,코윈테크,33200.0,9475048.0,314571593600.0,165005721598,52390201658,112615519940,850026242,2.7933236357439846
1205,094820,일진파워,19700.0,15078709.0,297050567300.0,166060709135,59860844347,106199864788,4588485645,2.797089882298655
1209,049550,잉크테크,8000.0,19393957.0,155151656000.0,101753492287,46377239052,55376253235,1591175220,2.8017723651613533
1126,302430,이노메트리,14250.0,9833208.0,140123214000.0,61454631841,11463574475,49991057366,0,2.8029655979091337
559,003850,보령제약,14450.0,68690000.0,992570500000.0,682134840495,328659931681,353474908814,3002043574,2.8080366533803813
779,010280,쌍용정보통신,909.0,63964034.0,58143306906.0,126055306651,105392436968,20662869683,3006507107,2.8139028023700092
1420,200230,텔콘RF제약,3240.0,87509012.0,283529198880.0,197393026072,96797724423,100595301649,5106657968,2.818513332454613
1391,045520,크린앤사이언스,20450.0,6500000.0,132925000000.0,117316083445,70154932918,47161150527,4267137146,2.8185275065310327
252,033640,네패스,34600.0,23059202.0,797848389200.0,808010543195,525161752842,282848790353,6878405141,2.8207594177944757
282,270870,뉴트리,27550.0,9113224.0,251069321200.0,113868632185,25229053828,88639578357,5364842577,2.8324742271314367
1364,138490,코오롱플라스틱,15700.0,38000000.0,596600000000.0,353570369312,142977540299,210592829013,7251195115,2.8329549624083903
520,218150,미래생명자원,4965.0,18671428.0,92703640020.0,58613022290,25916682157,32696340133,189781703,2.8352910338865542
643,027580,상보,2055.0,50533356.0,103846046580.0,117453245244,80959915118,36493330126,1775917459,2.845617164053054
346,299170,더블유에스아이,2640.0,29237963.0,77188222320.0,30874075585,3776589524,27097486061,876354388,2.8485381317749985
959,009810,엔케이물산,2195.0,80617066.0,176954459870.0,68691028121,6650444339,62040583782,13585590,2.8522371822255526
255,089140,넥스턴바이오,7940.0,33220864.0,263773660160.0,137065950254,44762870224,92303080030,6174529834,2.857690773420229
137,063440,SM Life Design,3130.0,45229154.0,141567252020.0,59604580383,10126759259,49477821124,2823751487,2.8612264809561423
1374,200130,콜마비앤에이치,34600.0,29543558.0,1022207106800.0,519725354653,163982212957,355743141696,16917583413,2.8734415003101486
1591,097230,한진중공업,8870.0,83274281.0,738642872470.0,2139346000000,1882983000000,256363000000,22021000000,2.881238214835994
599,100090,삼강엠앤티,19100.0,36574368.0,698570428800.0,735401347948,493094684639,242306663309,3096754875,2.883001314368118
1380,040350,큐로컴,1380.0,125973472.0,173843391360.0,87833200323,27668802908,60164397415,219852527,2.889472824947764
1144,007660,이수페타시스,4510.0,41268398.0,186120474980.0,431792047862,367404539507,64387508355,469331257,2.890630181771071
114,036540,SFA반도체,6770.0,164460303.0,1113396251310.0,623198028006,238357426783,384840601223,12705229128,2.8931361394086137
97,035420,NAVER,410500.0,164263395.0,67430123647500.0,31694887831108,8431216114107,23263671717001,540551955631,2.898515955167229
1334,089010,켐트로닉스,25100.0,14858157.0,372939740700.0,434637963769,305988069834,128649893935,6055654524,2.8988732854177615
52,067290,JW신약,3635.0,43936858.0,159710478830.0,90572590482,35723955938,54848634544,309661085,2.911840561899112
1157,039030,이오테크닉스,106300.0,12319550.0,1309568165000.0,527873707308,80163046725,447710660583,21450426619,2.925032348559014
1372,322780,코퍼스코리아,3485.0,35755674.0,124608523890.0,65757574603,23234211463,42523363140,2377539211,2.9303543908262943
1470,022100,포스코 ICT,6650.0,152034729.0,1011030947850.0,564513057541,219802514903,344710542638,9242700611,2.932985281253033
793,225330,씨엠에스에듀,7210.0,18634628.0,134355667880.0,104662774240,58907089221,45755685019,2467558003,2.9363710285226623
434,290550,디케이티,12900.0,16462666.0,212368391400.0,109672665666,37448011259,72224654407,777431167,2.9403863977425595
9,079160,CJ CGV,29900.0,37675221.0,1126489107900.0,3869752074287,3486679026718,383073047569,103227452618,2.9406639674828448
93,108320,LX세미콘,115100.0,16264300.0,1872020930000.0,920984042208,286758530012,634225512196,72894878482,2.9516645010355145
19,000990,DB하이텍,59100.0,44398588.0,2623956550800.0,1248900677835,361213915638,887686762197,59042973323,2.9559487226167267
284,085670,뉴프렉스,4665.0,24209753.0,112938497745.0,132647215643,94464888716,38182326927,936590423,2.9578736246464175
1322,272110,케이엔제이,13300.0,7382908.0,98192676400.0,87734396187,54656823665,33077572522,347783865,2.9685575123353365
557,225530,보광산업,6550.0,36338727.0,238018661850.0,139605245587,59459322207,80145923380,2630698726,2.9698162028961828
489,215200,메가스터디교육,77100.0,11861880.0,914550948000.0,601318701597,294474517318,306844184279,25358441194,2.9805060511377945
641,001820,삼화콘덴서,54900.0,10395000.0,570685500000.0,268638687753,77355335468,191283352285,8794323852,2.9834561825835997
474,029480,릭스솔루션,857.0,90822795.0,77835135315.0,37304655213,11250396954,26054258259,484142778,2.9874247250202632
1602,195870,해성디에스,44000.0,17000000.0,748000000000.0,427341035424,177290237792,250050797632,14685548534,2.99139217744401
868,019990,에너토크,13300.0,9756088.0,129755970400.0,49371510825,6051935438,43319575387,490906802,2.995319534894129
748,025320,시노펙스,3070.0,73242958.0,224855881060.0,173587241563,98539104654,75048136909,2462322991,2.996155405332049
275,154030,아시아종묘,6530.0,10619969.0,69348397570.0,43311279397,20213754003,23097525394,3008469455,3.0024167692013664
1271,013890,지누스,85200.0,15800450.0,1346198340000.0,923005836221,477486447238,445519388983,8319054762,3.021638055019347
1444,214450,파마리서치,88300.0,10111930.0,892883419000.0,338573409984,45588930286,292984479698,11758040532,3.0475451120153485
1352,192820,코스맥스,120500.0,11349509.0,1367615834500.0,1386616133954,937876259869,448739874085,26081759417,3.0476806575048134
966,138690,엘아이에스,4525.0,17124591.0,77488774275.0,178788068789,153443891572,25344177217,12210498224,3.057458666404179
1005,046120,오르비텍,6940.0,24968430.0,173280904200.0,121147120946,64578322467,56568798479,2487086623,3.0631886987015813
1098,241690,유니테크노,10050.0,25011565.0,251366228250.0,132958593877,51032122075,81926471802,2694374747,3.068193011625134
1166,014990,인디에프,1555.0,58932995.0,91640807225.0,118344393274,88517466046,29826927228,1866459382,3.0724186411992274
731,086980,쇼박스,6540.0,62600000.0,409404000000.0,152059277813,18911042768,133148235045,1123209093,3.074798549613775
976,097520,엠씨넥스,44450.0,17967282.0,798645684900.0,442916292629,183480665645,259435626984,77517270,3.0783963412598467
1476,041020,폴라리스오피스,2760.0,40174180.0,110880736800.0,51770545566,15803113378,35967432188,447013378,3.0828093654401525
1006,014940,오리엔탈정공,4360.0,45573661.0,198701161960.0,172920337992,108536394255,64383943737,2037617832,3.086191221396258
791,297090,씨에스베어링,18000.0,9580400.0,172447200000.0,132260317107,76395657156,55864659951,1702546242,3.0868746028572778
939,173940,에프엔씨엔터,10900.0,14364880.0,156577192000.0,142177688201,91478696918,50698991283,4507434387,3.0883689800846645
1480,094940,푸른기술,11150.0,8361386.0,93229453900.0,40533541013,10472282608,30061258405,166530728,3.10131574147586
845,053800,안랩,73600.0,10013855.0,737019728000.0,315364161195,78688089635,236676071560,9727489123,3.114044115833473
735,253840,수젠텍,13950.0,15388916.0,214675378200.0,77120570413,8198558703,68922011710,0,3.114757867243919
561,226340,본느,2720.0,30699596.0,83502901120.0,77455980455,50658750154,26797230301,6103848807,3.1161019322539425
1069,101160,월덱스,23500.0,16510993.0,388008335500.0,186107437286,61655804254,124451633032,6854511157,3.117744026711423
721,066910,손오공,2655.0,26896161.0,71409307455.0,46392895758,23579247769,22813647989,82717789,3.130113495633458
1412,073640,테라사이언스,2045.0,73354912.0,150010795040.0,99185124370,51284685319,47900439051,904614354,3.1317206692047694
1202,020760,일진디스플,3250.0,34468286.0,112021929500.0,134388496172,98640608822,35747887350,9175952518,3.1336657297595516
70,060720,KH바텍,23600.0,23677442.0,558787631200.0,320410383285,143437418980,176972964305,2615103673,3.157474552084522
1341,104540,코렌텍,12900.0,11829702.0,152603155800.0,96178788949,47923957780,48254831169,450680520,3.1624430570598645
1163,096040,이트론,528.0,524598748.0,276988138944.0,127327537692,39777425684,87550112008,328665061,3.163766814126861
1617,319400,현대무벡스,3390.0,105102324.0,356296878360.0,201347613760,88970431642,112377182118,1342362804,3.170544692835203
773,243840,신흥에스이씨,67900.0,7565164.0,513674635600.0,406689212376,244942002436,161747209940,12242943683,3.175786684608329
437,026890,디피씨,15000.0,41678175.0,625172625000.0,293578889233,96916660429,196662228804,21390241521,3.1789155894448213
1501,347770,핌스,23000.0,7575065.0,174226495000.0,84707235468,29949871659,54757363809,2925287678,3.181791139685287
1132,272290,이녹스첨단소재,38850.0,19641658.0,763078413300.0,409117575381,169479467065,239638108316,19212926602,3.184294929810424
795,096530,씨젠,53200.0,52225994.0,2778422880800.0,1227146017736,355284770092,871861247644,116702685772,3.186771849658457
267,285490,노바텍,34900.0,10081744.0,351852865600.0,118743010494,8369711810,110373298684,7513980397,3.187844069129063
1116,179900,유티아이,11350.0,16206895.0,183948258250.0,87424703011,29735267745,57689435266,150423764,3.1885952324170566
1522,034950,한국기업평가,82500.0,4540514.0,374592405000.0,162583946238,45294871978,117289074260,14924967401,3.193753615700164
242,094860,네오리진,968.0,53678041.0,51960343688.0,25934947821,9667102778,16267845043,413866911,3.194052042581901
1226,159580,제로투세븐,12050.0,20032636.0,241393263800.0,102870704088,27433999468,75436704620,1455301344,3.199944443702557
453,215100,로보로보,3595.0,20348454.0,73152692130.0,23980853539,1195455919,22785397620,621004104,3.210507595697599
919,230980,에이트원,1905.0,57868076.0,110238684780.0,72209786571,37955846329,34253940242,1449964009,3.2182774886969745
15,065770,CS,3810.0,19411130.0,73956405300.0,36080181078,13108054356,22972126722,216224956,3.219397411262461
441,300120,라온피플,16800.0,10518156.0,176705020800.0,59233507314,4487334693,54746172621,2371898979,3.2277146025038834
1301,016920,카스,5330.0,23944698.0,127625240340.0,158908223866,119382702411,39525521455,7763102519,3.2289324882228807
1189,175140,인포마크,7390.0,5074288.0,37498988320.0,42415074483,30818053947,11597020536,114911625,3.2335019329830392
1114,056080,유진로봇,3155.0,37512152.0,118350839560.0,72563757468,35968662950,36595094518,1501378899,3.2340629562190872
166,217730,강스템바이오텍,3365.0,37937925.0,127661117625.0,75769382543,36392307058,39377075485,4309830817,3.242016225243295
1560,009240,한샘,89600.0,23533928.0,2108639948800.0,1210233358973,560232069252,650001289721,25063907821,3.244055022883249
640,011230,삼화전자,3930.0,10457940.0,41099704200.0,55733584897,43071659419,12661925478,595240791,3.2459284546738507
1351,082660,코스나인,1355.0,47952433.0,64975546715.0,58787527476,38815487476,19972040000,5782281037,3.253325484777719
903,187660,에이디엠코리아,4910.0,21836250.0,107215987500.0,38679278580,5730663290,32948615290,800675415,3.2540362184064335
543,086040,바이오톡스텍,8120.0,14667123.0,119097038760.0,68433403563,32118528688,36314874875,911717032,3.279566270569451
942,950130,엑세스바이오,17550.0,36315527.0,637337498850.0,298139241629,104031057659,194108183970,21790446742,3.2834138459020483
125,011790,SKC,174500.0,37868298.0,6608018001000.0,5666063224750,3659051615793,2007011608957,77079019204,3.2924662575489747
734,084180,수성이노베이션,1655.0,56810229.0,94020928995.0,93585467179,65054221307,28531245872,0,3.295367100925315
1608,084990,헬릭스미스,24200.0,34265714.0,829230278800.0,373222973823,121802719131,251420254692,23311797358,3.298184069600282
268,278650,노터스,25300.0,7619368.0,192770010400.0,77325694614,19019392325,58306302289,2052882008,3.306160789352059
900,288620,에스퓨얼셀,31650.0,6874316.0,217572101400.0,121451628343,55796045642,65655582701,226350529,3.3138400795380676
1577,018880,한온시스템,14600.0,533800000.0,7793480000000.0,7675927108271,5326298353446,2349628754825,99653515649,3.3168984606593552
192,014200,광림,2300.0,74564624.0,171498635200.0,252618496468,201012953999,51605542469,31130294138,3.3232600026057484
756,025870,신라에스지,12800.0,4000000.0,51200000000.0,44960350942,29606960000,15353390942,664490497,3.3347682081057246
554,177350,베셀,4635.0,11480098.0,53210254230.0,71963096047,56010249164,15952846883,3588329758,3.3354707545461997
1547,053590,한국테크놀로지,1150.0,123957822.0,142551495300.0,221507022957,178953750526,42553272431,5344871449,3.3499537675074653
914,043220,에이치엘비파워,1730.0,91115377.0,157629602210.0,91035368155,44245793516,46789574639,616481742,3.3689043644054144
405,060570,드림어스컴퍼니,4820.0,56859847.0,274064462540.0,258676373389,177548052149,81128321240,17076933504,3.3781601585128525
869,011090,에넥스,3050.0,59991641.0,182974505050.0,127809485720,73758190930,54051294790,2974474805,3.3852011457059863
200,001140,국보,2120.0,61065541.0,129458946920.0,101917167571,63699274329,38217893242,3335361310,3.387390982026439
727,357780,솔브레인,247800.0,7778566.0,1927528654800.0,702862102576,133890979056,568971123520,30972540019,3.38774425470864
848,140670,알에스오토메이션,13850.0,9103140.0,126078489000.0,78673706946,41603447136,37070259810,775997568,3.4010683940766264
393,005290,동진쎄미켐,32550.0,51414494.0,1673541779700.0,1044572548873,552589183312,491983365561,19102099546,3.40162269062022
1653,094280,효성ITX,20450.0,11558200.0,236365190000.0,186678545375,117490584430,69187960945,2451259041,3.416276282341883
421,039840,디오,37850.0,15774309.0,597057595650.0,335485447018,160899518356,174585928662,7216195521,3.4198494702623434
993,265560,영화테크,16200.0,10690180.0,173180916000.0,62902741558,12532334871,50370406687,489179736,3.438148059358352
1312,214370,케어젠,66300.0,10743000.0,712260900000.0,221761469146,14741390876,207020078270,6630699917,3.440540192778085
529,214610,미코바이오메드,10350.0,18291100.0,189312885000.0,68630085053,13938315217,54691769836,3952384283,3.46145106599545
1102,032620,유비케어,7670.0,52197139.0,400352056130.0,142142016642,26484795611,115657221031,11576663,3.461539647599628
524,002840,미원상사,209500.0,4970000.0,1041215000000.0,365216747213,66325370693,298891376520,15556835033,3.483589965434577
1365,021240,코웨이,77700.0,73799619.0,5734230396300.0,3454413256260,1808692198592,1645721057668,115829318557,3.4843270489747824
871,137310,에스디바이오센서,48700.0,103271353.0,5029314891100.0,2032983894528,597401049413,1435582845115,280178253146,3.5033261286269535
1467,090080,평화산업,2000.0,54902259.0,109804518000.0,210643462792,179457437348,31186025444,5520063808,3.5209526201783343
260,041140,넥슨지티,12400.0,35373322.0,438629192800.0,137139730466,12579946400,124559784066,8672215185,3.5214350770517173
783,099320,쎄트렉아이,45550.0,9085607.0,413849398850.0,223669468248,106409504160,117259964088,13908373509,3.5293324713916743
1196,013360,일성건설,6500.0,54024880.0,351161720000.0,349097856717,249670890293,99426966424,4189519935,3.5318559202791433
523,207760,미스터블루,8850.0,24761635.0,219140469750.0,79556727202,17715943583,61840783619,842979491,3.5436237532195687
1238,322510,제이엘케이,6210.0,15160989.0,94149741690.0,43298288797,16786529312,26511759485,2345461603,3.551244561616843
1115,084370,유진테크,42800.0,22916042.0,980806597600.0,337891358400,62059150544,275832207856,3937388461,3.555808820237688
620,225190,삼양옵틱스,11550.0,10108800.0,116756640000.0,45308745474,12504733346,32804012128,2336672743,3.5592182914827633
1277,204840,지엘팜텍,1110.0,51886844.0,57594396840.0,33566536603,17397951850,16168584753,471038686,3.562117385030477
206,186230,그린플러스,15800.0,10820188.0,170958970400.0,89956895096,42025723325,47931171771,0,3.5667596698196316
1436,091810,티웨이항공,3870.0,110330279.0,426978179730.0,737219769375,617748750780,119471018595,30489134755,3.5739059125078017
291,068240,다원시스,33000.0,31564407.0,1041625431000.0,648019767815,356967720259,291052047556,1945639215,3.578828734402171
804,074430,아미노로직스,2405.0,87826844.0,211223559820.0,65155672681,6184210239,58971462442,4544254818,3.5817928040659326
251,306620,네온테크,3125.0,39813894.0,124418418750.0,67275218859,32641995709,34633223150,1593779412,3.5924585537745424
449,228670,레이,28550.0,13306534.0,379901545700.0,163939820932,58763397562,105176423370,4507489011,3.612040926354235
105,218410,RFHIC,30950.0,26647620.0,824743839000.0,368524326833,140879800765,227644526068,3968503131,3.62294606088459
1382,043090,한주케미칼앤홀딩스,2070.0,37225728.0,77057256960.0,22693863534,1434408690,21259454844,2035059894,3.6246111448030693
1490,335810,프리시젼바이오,11450.0,11337060.0,129809337000.0,41280715774,5517138429,35763577345,994405921,3.6296519150690685
562,003000,부광약품,13300.0,71063049.0,945138551700.0,383906122571,124030237103,259875885468,854313643,3.6368843919393985
975,058630,엠게임,10500.0,19543877.0,205210708500.0,67826665547,11543827145,56282838402,5286636314,3.6460618249968695
317,048910,대원미디어,33800.0,12578946.0,425168374800.0,157780764385,41438727224,116342037161,3155756021,3.6544690567144746
606,006400,삼성SDI,755000.0,68764530.0,51917220150000.0,23215380587492,9030670366197,14184710221295,288320819012,3.660083240337087
926,089970,에이피티씨,15300.0,23700595.0,362619103500.0,126352474552,28114988928,98237485624,5371112900,3.6912498441573507
83,051900,LG생활건강,1229000.0,15618197.0,19194764113000.0,7030211563500,1867839409074,5162372154426,226350644212,3.718206192582071
1156,102460,이연제약,48000.0,17998577.0,863931696000.0,399891461454,167776251876,232115209578,3046714119,3.7219952004467176
1034,332570,와이팜,8850.0,37141356.0,328701000600.0,109841720134,21718404845,88123315289,759540556,3.7300117400488917
280,012340,뉴인텍,3540.0,30044502.0,106357537080.0,61056728118,32643534355,28413193763,198095773,3.7432447041029246
439,317120,라닉스,8020.0,9650500.0,77397010000.0,46542477807,26031660333,20510817474,589698624,3.773472710100916
525,268280,미원에스씨,216000.0,5100000.0,1101600000000.0,380320029161,88712590266,291607438895,20555559549,3.7776814068061433
928,230360,에코마케팅,18050.0,32733029.0,590831173450.0,243102055306,87122948736,155979106570,8132079728,3.7878866371429556
98,160550,NEW,15200.0,27906106.0,424172811200.0,314112298371,202271801814,111840496557,2818322853,3.7926585115242086
894,234300,에스트래픽,5940.0,20826160.0,123707390400.0,131462941533,98923094603,32539846930,3209260698,3.8017201084602643
157,037270,YG PLUS,7950.0,63429410.0,504263809500.0,204830659510,72513480601,132317178909,739788258,3.8110229802193945
1502,163730,핑거,16800.0,9239014.0,155215435200.0,61558016332,20885036483,40672979849,1610915670,3.8161805644986737
1379,317690,퀀타매트릭스,12650.0,14872724.0,188139958600.0,53073714557,3931787181,49141927376,4131892734,3.8285018241243027
931,086520,에코프로,137000.0,18701387.0,2562090019000.0,1609474719075,942588663323,666886055752,566833503212,3.8418707317412917
1305,042000,카페24,26550.0,22155902.0,588239198100.0,271874668970,118829840935,153044828035,4432225431,3.8435744980906827
595,143240,사람인에이치알,44950.0,11659263.0,524083871850.0,157677832200,21801823676,135876008524,9518133474,3.8570743837932966
229,039860,나노엔텍,7280.0,26798327.0,195091820560.0,58128816607,7625833378,50502983229,1943905629,3.8629761666826385
1394,352770,클리노믹스,11300.0,13470141.0,152212593300.0,43313641818,3957221857,39356419961,612880486,3.8675416476100755
947,236810,엔비티,17200.0,8487713.0,145988663600.0,48716089287,10986738009,37729351278,331825323,3.869365855890717
1097,086390,유니테스트,28600.0,21134126.0,604436003600.0,205250853733,49147320257,156103533476,1479079472,3.8720199994251154
742,253450,스튜디오드래곤,88300.0,30014185.0,2650252535500.0,851642899586,167186985252,684455914334,9466924044,3.8720573231934012
1273,036180,지더블유바이텍,2265.0,29766225.0,67420499625.0,40674192535,23326299253,17347893282,487159200,3.8863796617284265
1534,041460,한국전자인증,8490.0,19000000.0,161310000000.0,59033781504,17533737212,41500044292,910656429,3.8869838033183948
774,222800,심텍,37000.0,31854143.0,1178603291000.0,806857334837,504261613213,302595721624,17126169159,3.894976719018226
921,262260,에이프로,32200.0,6880626.0,221556157200.0,85374208022,28734847690,56639360332,2062342883,3.9116994948621553
1162,092130,이크레더블,20000.0,12043600.0,240872000000.0,76655442670,15099682118,61555760552,9626228129,3.913070000922503
1558,128940,한미약품,281500.0,12078282.0,3400036383000.0,1925945057970,1058865915215,867079142755,8267303145,3.9212526462082216
1224,187420,제노포커스,8450.0,22499010.0,190116634500.0,114861906692,66476378997,48385527695,0,3.9292045278168173
1349,183300,코미코,76900.0,10020447.0,770572374300.0,344594475229,149367115658,195227359571,12767354902,3.947051150992796
1333,274090,켄코아에어로스페이스,12250.0,11784088.0,144355078000.0,116105288653,79682073488,36423215165,5992166398,3.963271154017026
1330,256940,케이피에스,13200.0,17985533.0,237409035600.0,72872528469,13193117102,59679411367,3166705939,3.9780726746791673
5,282330,BGF리테일,165500.0,17283906.0,2860486443000.0,2559202436339,1841440709139,717761727200,46793613196,3.985286947743513
637,046390,삼화네트웍스,3410.0,43172933.0,147219701530.0,49716629963,12831054761,36885575202,731978544,3.9912540532109553
1411,191420,테고사이언스,23800.0,8108834.0,192990249200.0,49854477982,1781439784,48073038198,430637467,4.014521578709561
1369,121850,코이즈,1930.0,15499274.0,29913598820.0,30040401118,22590431058,7449970060,6039961697,4.015264300270221
836,175250,아이큐어,43550.0,9213756.0,401259073800.0,236719419672,137264792867,99454626805,8239435435,4.03459433402476
309,045390,대아티아이,6150.0,71151522.0,437581860300.0,182139705339,73815569247,108324136092,2690909429,4.039560121009047
468,085370,루트로닉,16850.0,26179538.0,441125215300.0,182203694563,73443142855,108760551708,11767697779,4.055930283291792
927,230240,에치에프알,21250.0,12882020.0,273742925000.0,130944729457,64278892262,66665837195,1240628354,4.106194964585714
112,036120,SCI평가정보,3515.0,35500000.0,124782500000.0,38283640803,7946455531,30337185272,3749100593,4.113186470043719
189,215000,골프존,170200.0,6275415.0,1068075633000.0,418679695219,161622783757,257056911462,22288121236,4.155016206043114
948,333620,엔시스,19000.0,10556344.0,200570536000.0,54621459089,6396641623,48224817466,1450512551,4.159072994758528
1266,239340,줌인터넷,5280.0,26979634.0,142452467520.0,46570875108,12933656697,33637218411,1245519029,4.234965738826234
1474,318020,포인트모바일,18400.0,12662272.0,232985804800.0,87355499115,32360488596,54995010519,769417946,4.236489867012693
1281,115450,지트리비앤티,14800.0,27088019.0,400902681200.0,105086216127,11659283738,93426932389,5962596205,4.291082570610034
136,048550,SM C&C,4665.0,95497120.0,445494064800.0,280464777708,176862863913,103601913795,15713215,4.300056326001
1604,076610,해성옵틱스,998.0,81619749.0,81456509502.0,107709770231,88849412566,18860357665,6940710117,4.318927082340673
712,347000,센코,21000.0,8251244.0,173276124000.0,70524937328,30644741646,39880195682,842901146,4.344916594233475
840,084850,아이티엠반도체,47800.0,23123264.0,1105292019200.0,499965925786,246048795635,253917130151,5616709371,4.352963577300604
1065,131390,원익피앤이,33900.0,14818910.0,502361049000.0,197073538653,81939580076,115133958577,6025039636,4.3632743563145
863,092600,앤씨앤,3740.0,22472740.0,84048047600.0,98218034813,78960906635,19257128178,3036216834,4.364516184506647
950,036570,엔씨소프트,624000.0,21954022.0,13699309728000.0,4101279128626,964102443079,3137176685547,94343433365,4.366763845693753
241,168330,내츄럴엔도텍,5600.0,31029196.0,173763497600.0,54767818954,15165069689,39602749265,260136998,4.387662493764497
1112,340930,유일에너테크,18350.0,10674744.0,195881552400.0,83418079193,38838730934,44579348259,3888589915,4.393997670444947
1637,011080,형지I&C,1650.0,38955668.0,64276852200.0,63269682248,48694092025,14575590223,823703080,4.409897041326832
586,138580,비즈니스온,25300.0,11376440.0,287823932000.0,71557273730,6311210938,65246062792,2240629062,4.411360926368278
1159,088290,이원컴포텍,8220.0,22636305.0,186070427100.0,68471382229,26436903562,42034478667,1347782546,4.426614365175374
102,030190,NICE평가정보,20000.0,60714820.0,1214296400000.0,375591532470,101567899414,274023633056,15891725942,4.431356472643526
356,261200,덴티스,9740.0,14757890.0,143741848600.0,97978087269,65611419801,32366667468,327321905,4.441045675836521
1335,052400,코나아이,32200.0,15559118.0,501003599600.0,909874152342,797150312362,112723839980,11977170294,4.44452211430067
350,004830,덕성,23600.0,15680000.0,370048000000.0,126058189906,43429705564,82628484342,645056236,4.478455619110332
1452,106240,파인테크닉스,10050.0,45192369.0,454183308450.0,242060370251,140749064858,101311305393,3644989650,4.483046651981856
720,258790,소프트캠프,2605.0,24991284.0,65102294820.0,19174480970,4675375840,14499105130,973426157,4.490090542574057
1428,340570,티앤엘,43650.0,8128000.0,354787200000.0,90240729324,11296592613,78944136711,5029927211,4.494155168214846
632,000250,삼천당제약,50400.0,22768041.0,1147509266400.0,345546174576,91974782974,253571391602,1393194486,4.525389316004169
183,049720,고려신용정보,9660.0,14300000.0,138138000000.0,71978858395,41515482762,30463375633,2583116356,4.534559848658384
